event_name,event_source,aws_region,identity_type,user_agent_category,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,event_time,identity_session_id,original_event_id,source_ip,user_name,identity_arn,is_threat,error_type
CreateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,16,0,2,0,1,0,0,synthetic,rogue_credential_creation,syn-std-th-7610,2026-04-25T16:16:44Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-012503,198.51.100.24,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
GetCallerIdentity,sts.amazonaws.com,us-east-1,IAMUser,Console,0,0,23,1,1,0,0,0,1,synthetic,discovery_reconnaissance,syn-seq-threat-0247,2026-04-05T23:15:01Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-010052,203.0.113.88,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PutUserPolicy,iam.amazonaws.com,eu-west-1,AssumedRole,SDK,0,0,15,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-1799,2026-04-14T15:02:06Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-009093,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,18,0,1,0,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-8958,2026-04-27T18:30:36Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-011168,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,10,0,2,1,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-3958,2026-04-08T10:25:22Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012113,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,1,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-9755,2026-04-28T11:12:00Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-010851,185.220.101.5,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
ListBuckets,s3.amazonaws.com,us-west-2,IAMUser,CLI,0,0,13,0,1,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0064,2026-04-15T13:23:56Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-012908,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
ListRoles,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,14,0,3,0,0,1,0,synthetic,permission_probing,syn-seq-threat-0185,2026-04-21T14:23:55Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-007271,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,10,0,2,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-2789,2026-04-12T10:28:00Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-010863,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,14,0,0,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-7248,2026-04-08T14:05:53Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-000595,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
ListUsers,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,15,0,2,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0091,2026-04-18T15:27:51Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-010772,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PutRolePolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,15,0,3,0,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-6791,2026-04-26T15:03:10Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-006007,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,IAMUser,Console,0,0,1,1,0,0,0,0,1,synthetic,cloud_intrusion_threat,syn-std-th-2523,2026-04-07T01:42:38Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-013221,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PassRole,iam.amazonaws.com,us-west-2,AssumedRole,CLI,0,0,15,0,0,1,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-4259,2026-04-17T15:43:53Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-011906,45.154.255.99,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,ap-southeast-1,IAMUser,SDK,0,0,13,0,0,0,1,1,1,synthetic,unauthorized_role_assumption,syn-std-th-9788,2026-04-11T13:43:02Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-009685,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,14,0,0,0,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-4286,2026-04-17T14:54:26Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-007945,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,11,0,1,0,1,1,0,synthetic,unauthorized_role_assumption,syn-std-th-5152,2026-04-27T11:46:27Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002323,198.51.100.24,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PassRole,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,9,0,1,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-8129,2026-04-07T09:22:03Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-011489,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,12,0,3,0,1,0,0,synthetic,credential_activation_abuse,syn-std-th-2705,2026-04-05T12:29:51Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-001424,104.244.76.13,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,1,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-8223,2026-04-22T11:48:12Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-001211,45.154.255.99,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,IAMUser,SDK,0,0,10,0,0,1,1,0,1,synthetic,pass_role_privilege_escalation,syn-std-th-8213,2026-05-01T10:13:24Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-009326,45.154.255.99,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,2,1,1,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-3004,2026-04-11T02:30:32Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-005296,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,15,0,2,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-7133,2026-04-11T15:19:03Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-010654,194.26.29.112,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
ListRoles,iam.amazonaws.com,us-east-2,IAMUser,SDK,0,0,3,1,1,0,0,0,1,synthetic,permission_probing,syn-seq-threat-0160,2026-04-19T03:13:50Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-008101,185.220.101.5,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
ListBuckets,s3.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,2,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-2461,2026-04-15T02:48:29Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-001959,203.0.113.88,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,2,1,0,0,1,0,0,synthetic,credential_activation_abuse,syn-std-th-1728,2026-04-05T02:11:13Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-011458,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,14,0,0,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-7235,2026-04-01T14:29:44Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-002274,104.244.76.13,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,10,0,0,0,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-5257,2026-04-29T10:20:38Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-005640,104.244.76.13,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
CreateAccessKey,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,0,1,0,1,1,1,1,synthetic,rogue_credential_creation,syn-std-th-5344,2026-04-25T00:33:47Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-007825,45.154.255.99,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,CLI,0,0,13,0,1,0,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-5314,2026-04-09T13:36:13Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-010219,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,1,1,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5372,2026-04-09T01:39:18Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-012001,104.244.76.13,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,Other,1,0,10,0,0,0,1,1,0,synthetic,pass_role_privilege_escalation,syn-std-th-5875,2026-04-01T10:27:50Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-007025,194.26.29.112,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,9,0,1,0,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-6103,2026-04-12T09:36:04Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-008174,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PassRole,iam.amazonaws.com,sa-east-1,AssumedRole,CLI,0,0,18,0,3,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-1145,2026-04-30T18:53:50Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000171,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,0,1,1,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-7165,2026-04-20T00:44:08Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-000728,203.0.113.88,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
PassRole,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,21,1,1,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-6626,2026-04-06T21:32:04Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-009289,185.220.101.5,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,21,1,1,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-6566,2026-04-29T21:23:09Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-012299,198.51.100.24,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
CreateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,22,1,2,0,1,0,0,synthetic,rogue_credential_creation,syn-std-th-9252,2026-04-06T22:57:19Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-008181,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,eu-west-1,AssumedRole,CLI,0,0,11,0,0,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-5928,2026-04-08T11:17:35Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002647,185.220.101.5,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,10,0,1,0,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-2066,2026-04-18T10:45:07Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-006511,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
CreateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,5,1,2,0,1,1,0,synthetic,rogue_credential_creation,syn-std-th-5657,2026-04-22T05:03:41Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-005900,104.244.76.13,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,15,0,2,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0155,2026-04-20T15:25:44Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004934,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,17,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-2922,2026-04-27T17:42:52Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-011877,203.0.113.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
PutUserPolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,15,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-7644,2026-04-23T15:51:04Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-001650,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
DescribeInstances,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,9,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-9214,2026-04-20T09:52:41Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-003229,198.51.100.24,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,12,0,0,1,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-8730,2026-04-15T12:15:19Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-013771,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,eu-west-1,AssumedRole,CLI,0,0,16,0,3,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-8384,2026-04-21T16:18:43Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-005665,185.220.101.5,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-east-2,IAMUser,CLI,0,0,12,0,0,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-2800,2026-04-15T12:57:55Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-008711,203.0.113.88,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,10,0,1,0,1,0,0,synthetic,privilege_escalation_user_policy,syn-seq-threat-0216,2026-04-06T10:24:41Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-005723,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
ListUsers,iam.amazonaws.com,us-east-1,IAMUser,CLI,0,0,8,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5830,2026-04-02T08:01:24Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-001916,104.244.76.13,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
GetCallerIdentity,sts.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,11,0,1,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0261,2026-04-12T11:12:16Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-003933,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,5,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-2904,2026-04-09T05:26:43Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012937,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,17,0,1,0,1,0,0,synthetic,credential_activation_abuse,syn-std-th-2160,2026-04-11T17:07:54Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-003419,198.51.100.24,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,15,0,0,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-2942,2026-04-11T15:58:16Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-010370,185.220.101.5,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
